publishedAt,authorDisplayName,textDisplay,likeCount
2025-04-18T04:40:07Z,@ramadhanyasin-km4kh,"Pak Raymond saya Yasin, semoga tahun depan kita bisa bertemu dan silahturahmi, aku belajar banyak dari anda dan aku akan selalu belajar sampai akhir hayat, tujuannya sederhana, aku hanya ingin bisa saling menguntungkan 🙂",1
2025-04-18T04:42:55Z,@ramadhanyasin-km4kh,"Jujur saya sekarang berada di titik nol, semenjak aku komen pertama aku di YouTube kepada anda, dengan keyakinan yang saya bangun, aku akan terus belajar, belajar, dan eksekusi bertahap 😊",1
2025-04-17T08:02:39Z,@Tierry257,Presiden goblox,0
2025-04-16T12:58:23Z,@novsky2400,Indonesia rakyat harus bijak dan jangan takut mengeluarkan pendapat untuk memajukan rakyat berbicara lah kepada pemerintahan agar negara kita makmur setiap orang mengeluarkan pendapat untuk kemajuan rakyat harus bijak pintar jangan dibodohi pejabat agar  sama sama menikmati hasil bumi kita jangan negara orang asing di brimakan rakyat kelantar  rakyat sendiri nagis pak,0
2025-04-16T01:57:17Z,@sugenglestari3749,cerdas . dan orang sekolahan ini,0
2025-04-16T00:32:14Z,@zulkiflisaladin6525,"Sependapat kita bro, <br><br>Sesuatu yg saya ingat, kehancuran yg dampak nya besar itu biasanya dilakukan oleh pihak internal, dan negara ini sedang dalam tahap tersebut !",0
2025-04-15T15:42:18Z,@Ahsaw-b3g,Terbaik! Satu luahan dan kepedulian yang pada saya saya rasa ada benar dan sedih melihat keadaan Indonesia pada waktu ini. Semoga tuhan pelihara dan bantu Indonesia.❤❤,0
2025-04-15T10:54:36Z,@countryhumansfans488,mewakili isi akal sehat saya,0
2025-04-15T07:36:33Z,@vitriastuti8180,"good, saya juga nonton video YouTube nya jhonsky",0
2025-04-15T03:31:40Z,@SyahrulWahyuRamadhan-c2m,"Mas Raymond. Izin share. AYO GUYS rakyat indonesia bersatu yg cerdas waras akal sehat! Jangan mau dibodohi dan diadu dombaoleh mafia koruptor bayangan. Mari kita SHARE podcast positif ini ke keluargamu, orang banyak, Story wa ig n akun medsos kalian. Qu anfusakum wa ahlikum naron. Jagalah dirimu, keluargamu, akalmu, agama islammu, dan hartamu termasuk NKRI Harga mati!. Bismillah Allahu Akbar 3x Merdeka!",0
2025-04-14T23:23:27Z,@Mahesa-m1k3m,😢,0
2025-04-14T23:23:08Z,@Mahesa-m1k3m,Raymond....,0
2025-04-14T13:38:58Z,@henricusriyanto5766,Terimakasih ulasannya yg menyadarkan kita untuk bangkit dan lebih bersemangat  disertai doa untuk masa depan yg cerah GBU,0
2025-04-14T11:38:47Z,@bekrahcahayaanugerah9998,"Biarlah miskin asal kaya hati,biarlah miskin daripada korupsi..utk indonesia baik2  saja.. Semua pelaku korupsi dimiskinkan sekalian di hukum mati..",0
2025-04-14T11:23:03Z,@Musrial123-hn3fb,Semua kemiskinan rakyat di awali dari pemerintahan jokowi.yg menggiring rakyat utk jadi buruh dinegri ini.shg penghasilan rakyat dikendalikan total oleh pengusaha.,0
2025-04-14T09:25:57Z,@henkyherindra3810,yg bilang indonesia baik2 saja hanya orang yg kesurupan,0
2025-04-14T07:20:03Z,@zulkipli7697,"Indonesia memang sarang nya koruptor atau korupsi, para pejabat dan investor lebih memperkaya kan diri sendiri, dari pada membantu orang lain, lebih parahnya cari kerja ajaj susah, pengganguran makin tinggi, ditambah lagi kasus kriminal yang lebih parah",0
2025-04-14T04:43:14Z,@yusviardian369,Yg nonton ini di 2025 mana suaranya,0
2025-04-14T03:15:00Z,@SuryaFamily-l8j,Astaghfirullah kenapa negri ini jadi begini,0
2025-04-14T01:49:03Z,@saputratvgen9401,Thanks bro Raymond....you &quot;tampar&quot; kita2 agar come on wake up sadar....kita sedang tidak baik2 saja...kita terus di &quot;hipnotis&quot; kaum neo kapitalis dan oligarki....😢😢😢,0
2025-04-13T17:49:47Z,@antikagamiarsih2698,emang bagus dah main di 𝓧𝓤𝓧𝓤4𝓓 di bikin manja teruss,0
2025-04-13T02:24:34Z,@sugiartotay2141,"1 telapak tidak akan menghasilkan suara tepukan.<br>Sama hal ny Indonesia dgn situasi kondisi hari ini, bukan dari 1 faktor. Tp klo d tarik benang merah ny, menurut sy adlh miskin ny akhlak dan mental sehat dari sdm2 d Indonesia.<br><br>Drama selama ini adlh mengkoar2 situasi, memperkeruh situasi, memperburuk kondisi. Tidak ada solusi! Karena tidak ada yg “serius” care dgn semua yg terjadi ini. Boro2 solusi, fakta aktual yg terjadi tidak mau diakui, bukan tidak tau, bukan tidak nyata. Tapi membohongi diri.<br>Saya pribadi juga sedih spt bro Raymond Chin, karena negara yg punya potensi ini mengarah ke kondisi yg makin hancur karena orang2 yg miskin akhlak yg menjalankan pemerintahan ini.<br>God bless Indonesia",0
2025-04-12T10:07:14Z,@LeoKosasih682,Betul,0
2025-04-12T09:22:54Z,@ajinaskoppas,Makasih Pak Raymond mengedukasi masyarakat biar melek. Bahwa sejatinya Indonesia tdk baik2 sj,0
2025-04-11T20:00:50Z,@Romello_Purba,Dah 5 bulan bg bagaimana fluktuasi situasinya mnurut pandanganmu?,0
2025-04-11T13:21:01Z,@Eidelweis876,Betul sekali bang sudah kliatan sejak pandemi covid,0
2025-04-11T09:56:48Z,@revillerassel,"ko , saya lihat tumbnail sekilas anda mirip aktor kenny austin",0
2025-04-11T09:54:47Z,@MrNorkholis,Kerja di luar negeri bukan nya gk nasionalis tapi kita juga butuh uang butuh makan butuh penghidupan <br>Semoga bangsa ini baik baik saja 🙂,0
2025-04-11T06:54:57Z,@alexwijaya4769,"Taruma yah? <br>Masa kalah dengan Negara IRAN, IRAN hasil miyak Bumi<br>Dan putran kuangan dalam Negeri mereka bisa bsngkit walau pun di EMBAGO bukan kah bsnyak dituntut untuk ber 💭 pikir bukan kah demikian?",0
2025-04-10T22:08:26Z,@agussabarudin1305,Omon omon,0
2025-04-10T14:48:23Z,@triatmoko8266,terimakasih telah mewakili saya sebagai masyarakat menengah yg sedang tercekik akibat kebutuhan ekonomi yg melambung &amp; lapangan kerja yang sangat sempit,0
2025-04-10T13:28:05Z,@ryaatertiasari,edukasi indonesia,1
2025-04-10T13:11:43Z,@WediHeriantini-n5t,Liat video2 nya raymon ini jadi mikir ni org pinter bgt yaa.. kayak nya lebih cocok dia yg jadi wapres 😂,0
2025-04-10T12:33:08Z,@YogiNurdiansyah-d7f,"Setuju banget,,,kita harus saling membantu sesama,dahulukan yang dekat sesuai dengan prinsip sodaqoh",0
2025-04-10T02:35:07Z,@TaufikHidayat-kb9pp,Rakyat makin di peras,0
2025-04-09T16:11:09Z,@zainalarifin7965,Indonesia masih kaya raya alam .,0
2025-04-09T13:19:14Z,@ayatiha22,Ampuun... Kasihan.... Indonesia....,0
2025-04-09T11:53:12Z,@widibaejokothole7476,"Kondisi gini harga di warung lebih mahal daripada minimarket, bukannya ga mau bantu, mesti cari yang murah dalam kondisi gini",0
2025-04-09T11:22:21Z,@genmusthafa2645,Indonesia dan dunia memang sedang g baik baik sj,0
2025-04-09T04:02:11Z,@kaniawatikaniawati136,Tambah gelap 2025,0
2025-04-09T04:01:08Z,@kaniawatikaniawati136,Indonesia cuma omon omon,0
2025-04-08T20:31:36Z,@bakritexas3950,Kalau mobil motor gk bayar pjk 2th di rampok rakyat jd termiskin pasti bikin aturang oeang tampa ilmu ancur indo .,0
2025-04-08T15:12:44Z,@MarianusLumbanraja,Petani korban penipuan termasuk pupuk palsu,0
2025-04-08T15:11:48Z,@MarianusLumbanraja,Petani seperti budak,0
2025-04-08T15:11:10Z,@MarianusLumbanraja,Petani korban,0
2025-04-08T15:10:35Z,@MarianusLumbanraja,Bagus brother,0
2025-04-08T12:46:42Z,@djokolelono8326,"rata rata pejabat pemerintahan, kesempatan balas dendam, kepada rakyatnya sendiri. karena masyarakatnya dulu yg mengawali pengaruh lingkungan, pola hidup hedonisme, manifulasi, politiknya.",0
2025-04-08T12:42:23Z,@chamidahzaini5318,❤,0
2025-04-08T11:48:30Z,@fernandoginting205,Di negara ini terlalu banyak manusia yg pinter ngomong di bandingkan dgn melakukan sesuatu....alias omdo doang....,0
2025-04-08T04:23:38Z,@chodet.napoleon,Yang saya tahu sebagai pelaku usaha<br> ekonomi semakin menurun karena ada nya on line 10 orng kmpung online sudah hilang yg pergi ke pasar sudah hilang yg pergi naik angkutan.kalikan berapa kampung berapa yang hilang?,1
2025-04-08T04:09:27Z,@Okewe,Kita semua bukan generasi yang diberi nama.  Tapi manusia yang punya kemajuan untuk berbuat baik untuk banyak orang,0
2025-04-08T04:08:34Z,@Okewe,Punya skill untuk bisa melakukan yang bisa dilakukan dengan swmua Anggota badan. <br><br>Kalau skill yang Allah beri sudah oke.<br><br>Kita jual di luar negeri,0
2025-04-08T03:15:16Z,@sudirmansudirman4427,Petani rumput laut making susah krna harga making turung<br>.<br>sedangkan kebutuhan ekonomi mkng naik 😢😢😢,0
2025-04-08T03:13:10Z,@sudirmansudirman4427,Jaman skrang serba susah😢,1
2025-04-08T03:12:24Z,@sudirmansudirman4427,Mana nih .....keadilan sosial bagi seluruh rakyat indonesia...,0
2025-04-08T01:56:46Z,@NellaSmart,Beli emas kemaren murah sekarang harganya oke boss,0
2025-04-08T00:17:28Z,@SyamwanRizki,Sangat tidak baik baik saja hanya tinggal menunggu waktu saja menuju kehancuran jika tak ada perubahan yang nyata dari semua pihak,0
2025-04-07T17:54:12Z,@Xiuyi511,Analisis 5bulan lalu,0
2025-04-07T14:55:38Z,@SunanMusafir-v2j,Mogapemerintah.tidakmenyusahkan.rakyat.jangan..yangdipandang.orang2kaya.nanti.akanmenjadihuruhara.janganpersulit.warga.miskin.hati2,0
2025-04-07T13:17:49Z,@PasamanTimur-ov3fx,Share cara menghasilkan uang di internet,0
2025-04-07T12:49:25Z,@Kakimata-z9b,"Kekayaan itu mahal, jangan salahkan orang lain disebabkan kegagalan kita , pemerintah sudah berusaha mengamankan negara agar rakyat bebas berusaha, gratisan bukan solusi jangka panjangi , karena gratisan itu sebenarnya bohong , pemerintah dapat uang dari  negara dari hasi,l pajak dan sda,,, real tdk ada yg gratis didunia ini cuma perkataan doang",1
2025-04-07T12:42:59Z,@Kakimata-z9b,"Phk terjadi karena perusahaan kolap, produknya kurang laku disebabkan persaingan barang inport dan  made in sendiri mungkin karena kualitas dan harga",0
2025-04-07T12:42:32Z,@elghazyofficial2586,Apa yang harus kita lakukan di jaman yang sudah buta dengan keadaan Indonesia <br>Apakah kata buzzer yang makan gaji  buta dan makan UANG RAKYAT <br>Harus kita ayo<br>Buka mata dan hati,0
2025-04-07T12:38:37Z,@Kakimata-z9b,Nganggur juga kata kerja tanpa gaji,0
2025-04-07T08:03:40Z,@suhendriariaputra1182,"Aku salute dgn anak muda ini,, 100%   apa yang dia katakan adalah realistis",28
2025-04-07T06:16:04Z,@RayaRamadhani-e8o,Betul ekonomi Indonesia semakin sulit harga semua naik semakin sulit&#39;,1
2025-04-07T05:34:14Z,@pìkôcassano,"<a href=""http://www.youtube.com/results?search_query=%23indonesiatidakbaikbaiksaja"">#indonesiatidakbaikbaiksaja</a>",2
2025-04-07T05:13:36Z,@MuhamadRamdani-r8t,"Bingung mau ngomong apa lagi buat negara, para pejabat sudah buta hati semua",0
2025-04-07T05:04:20Z,@TutorialbacaQuran,Bagus analisanya,0
2025-04-07T02:18:09Z,@YadieAriearekyadiewelah,Benar,0
2025-04-07T02:08:12Z,@HarissBoyz,😂😂😂😂😂😂😂😂😂😂,0
2025-04-07T01:25:13Z,@AjisRuswandi,Yg harus tabggung jawab di akhirat ya jokowi,1
2025-04-07T00:28:53Z,@arifinarifin2833,EKONOMI KAPITALIS,1
2025-04-07T00:28:27Z,@arifinarifin2833,Betul sekali AbangQ,1
2025-04-06T23:12:51Z,@BabangRahman-BR,SEMOGA INDONESIA MENJADI NEGARA YANG LEBIH BAIK LAGI AAMIIN,2
